순번,단지명,주소,공급유형,공급면적,세대수,건축사용승인일자,제품대체일자,매입년도
1548,매입다가구(서울영등포구),서울특별시 영등포구 영등포로86길 24(신길동 진영파인빌),기존주택매입임대,572.04,15,2019-12-20,,2020
1549,매입다가구(서울영등포구),서울특별시 영등포구 영신로17길 16(영등포동),기존주택매입임대,593.77,12,2002-04-09,2007-06-01,2006
1550,매입다가구(서울영등포구),서울특별시 영등포구 영신로8길 9(영등포동),기존주택매입임대,269.46,5,1992-12-14,2004-12-31,2004
1551,매입다가구(서울동작구),서울특별시 동작구 국사봉2라길,기존주택매입임대,531.59,11,1992-07-02,2008-10-23,2008
1552,매입다가구(서울동작구),서울특별시 동작구 국사봉7길,기존주택매입임대,421.15,8,2008-12-16,2009-07-07,2009
1553,매입다가구(서울동작구),서울특별시 동작구 국사봉7길,기존주택매입임대,96.43,3,2008-12-16,2010-11-21,2010
1554,매입다가구(서울동작구),서울특별시 동작구 대림로,기존주택매입임대,188.83,5,1991-10-25,2006-09-21,2005
1555,매입다가구(서울동작구),서울특별시 동작구 대방동5길,기존주택매입임대,217.9,6,2003-04-26,2007-06-29,2006
1556,매입다가구(서울동작구),서울특별시 동작구 대방동길,기존주택매입임대,412.44,10,1992-08-28,2006-08-07,2006
1557,매입다가구(서울동작구),서울특별시 동작구 만양로13길,기존주택매입임대,36.96,1,1993-01-05,2009-01-05,2008
1558,매입다가구(서울동작구),서울특별시 동작구 만양로8길 53(노량진동),기존주택매입임대,141.93,13,,,2018
1559,매입다가구(서울동작구),서울특별시 동작구 보라매로13길,기존주택매입임대,289.24,7,1997-06-19,2006-09-21,2005
1560,매입다가구(서울동작구),서울특별시 동작구 보라매로13길 16(신대방동),기존주택매입임대,364.77,14,2019-11-28,,2019
1561,매입다가구(서울동작구),서울특별시 동작구 사당로10가길,기존주택매입임대,571.9,11,1997-01-06,2009-01-12,2009
1562,매입다가구(서울동작구),서울특별시 동작구 사당로20길,기존주택매입임대,43.56,1,2007-11-14,2009-01-05,2008
1563,매입다가구(서울동작구),서울특별시 동작구 사당로20나길 78(사당동),기존주택매입임대,455.29,10,2016-08-26,2017-01-23,2016
1564,매입다가구(서울동작구),서울특별시 동작구 사당로23사길 20(사당동),기존주택매입임대,303.18,11,2019-08-23,2019-12-05,2019
1565,매입다가구(서울동작구),서울특별시 동작구 사당로2라길,기존주택매입임대,444.62,10,2002-11-25,2009-06-06,2009
1566,매입다가구(서울동작구),서울특별시 동작구 사당로2차길,기존주택매입임대,287.56,7,1995-09-28,2006-12-31,2005
1567,매입다가구(서울동작구),서울특별시 동작구 사당로4길,기존주택매입임대,222.18,11,2002-04-02,2011-12-30,2011
1568,매입다가구(서울동작구),서울특별시 동작구 상도로38길,기존주택매입임대,232.65,4,2005-11-24,2007-06-29,2006
1569,매입다가구(서울동작구),서울특별시 동작구 상도로47가길 46  (한백리츠빌),기존주택매입임대,538.78,10,2008-12-15,2009-07-07,2009
1570,매입다가구(서울동작구),서울특별시 동작구 상도로66길,기존주택매입임대,377.73,8,1998-03-23,2006-08-07,2006
1571,매입다가구(서울동작구),서울특별시 동작구 서달로,기존주택매입임대,217.92,5,1998-02-25,2006-09-27,2005
1572,매입다가구(서울동작구),서울특별시 동작구 서달로,기존주택매입임대,426.63,10,1996-09-03,2006-08-07,2005
1573,매입다가구(서울동작구),서울특별시 동작구 성대로,기존주택매입임대,194.13,5,1992-08-29,2006-08-07,2005
1574,매입다가구(서울동작구),서울특별시 동작구 성대로10길,기존주택매입임대,441.56,7,2009-12-10,2012-02-29,2011
1575,매입다가구(서울동작구),서울특별시 동작구 성대로10길,기존주택매입임대,55.71,1,2007-07-27,2009-01-05,2008
1576,매입다가구(서울동작구),서울특별시 동작구 성대로10길,기존주택매입임대,467.41,8,2008-10-13,2009-07-06,2009
1577,매입다가구(서울동작구),서울특별시 동작구 성대로12가길 54(상도동),기존주택매입임대,382.66,8,2016-05-16,2017-07-28,2017
1578,매입다가구(서울동작구),서울특별시 동작구 성대로12길,기존주택매입임대,469.75,8,2009-03-05,2009-07-07,2009
1579,매입다가구(서울동작구),서울특별시 동작구 성대로12길,기존주택매입임대,433.54,8,2008-12-18,2011-07-20,2011
1580,매입다가구(서울동작구),서울특별시 동작구 성대로14길,기존주택매입임대,459.12,8,2008-10-24,2009-02-03,2008
1581,매입다가구(서울동작구),서울특별시 동작구 성대로14길,기존주택매입임대,491.81,8,2009-01-20,2011-07-29,2011
1582,매입다가구(서울동작구),서울특별시 동작구 성대로17길 3(상도동),기존주택매입임대,534.92,13,2019-06-05,2019-11-22,2019
1583,매입다가구(서울동작구),서울특별시 동작구 성대로21길,기존주택매입임대,305.64,5,1992-09-19,2006-08-07,2005
1584,매입다가구(서울동작구),서울특별시 동작구 성대로21길,기존주택매입임대,199.05,5,1991-11-12,2006-08-07,2005
1585,매입다가구(서울동작구),서울특별시 동작구 성대로21길,기존주택매입임대,196.77,5,1991-07-25,2006-08-07,2005
1586,매입다가구(서울동작구),서울특별시 동작구 성대로6나길,기존주택매입임대,408.8,7,2008-10-24,2009-06-27,2009
1587,매입다가구(서울동작구),서울특별시 동작구 성대로6바길,기존주택매입임대,356.29,6,2009-02-19,2009-09-01,2009
1588,매입다가구(서울동작구),서울특별시 동작구 신대방14길 21(신대방동),기존주택매입임대,367.07,8,2016-08-24,2017-01-23,2016
1589,매입다가구(서울동작구),서울특별시 동작구 신대방3길 91(신대방동),기존주택매입임대,2418.07,49,2019-07-10,2019-10-24,2019
1590,매입다가구(서울동작구),서울특별시 동작구 양녕로 245,기존주택매입임대,543.4,8,2008-11-25,2013-11-14,2013
1591,매입다가구(서울관악구),서울특별시 관악구 관악로10길,기존주택매입임대,277.74,6,2002-12-20,2006-09-25,2005
1592,매입다가구(서울관악구),서울특별시 관악구 관악로6길,기존주택매입임대,562.32,12,1993-09-11,2008-10-13,2008
1593,매입다가구(서울관악구),서울특별시 관악구 관천로,기존주택매입임대,230.58,5,1991-03-25,2006-06-05,2005
1594,매입다가구(서울관악구),서울특별시 관악구 관천로15길,기존주택매입임대,286.63,7,1998-09-24,2007-06-29,2006
1595,매입다가구(서울관악구),서울특별시 관악구 관천로15길 28(신림동),기존주택매입임대,335.4,8,2017-06-20,2017-09-08,2017
1596,매입다가구(서울관악구),서울특별시 관악구 관천로15길 28(신림동),기존주택매입임대,558.76,12,2017-06-20,2017-09-08,2017
1597,매입다가구(서울관악구),서울특별시 관악구 관천로19길,기존주택매입임대,226.23,4,2002-07-06,2007-10-29,2007
1598,매입다가구(서울관악구),서울특별시 관악구 관천로19길,기존주택매입임대,283.59,13,2003-02-07,2006-07-24,2005
1599,매입다가구(서울관악구),서울특별시 관악구 관천로24길,기존주택매입임대,207.52,6,1994-08-19,2007-06-01,2006
1600,매입다가구(서울관악구),서울특별시 관악구 관천로25길,기존주택매입임대,211.43,5,2001-09-19,2007-06-29,2006
1601,매입다가구(서울관악구),서울특별시 관악구 관천로26길,기존주택매입임대,188.77,6,1996-03-18,2006-12-31,2005
1602,매입다가구(서울관악구),서울특별시 관악구 국회단지10길 13,기존주택매입임대,177.9,6,2013-08-30,2014-01-27,2013
1603,매입다가구(서울관악구),서울특별시 관악구 국회단지14길,기존주택매입임대,172.76,7,2013-10-08,2014-12-17,2014
1604,매입다가구(서울관악구),서울특별시 관악구 국회단지14길,기존주택매입임대,135.18,5,2013-01-24,2014-11-06,2014
1605,매입다가구(서울관악구),서울특별시 관악구 국회단지19길,기존주택매입임대,183.62,8,2014-01-17,2014-07-14,2014
1606,매입다가구(서울관악구),서울특별시 관악구 국회단지20길 3(봉천동 행복한집),기존주택매입임대,229.96,8,2011-12-28,2014-01-23,2013
1607,매입다가구(서울관악구),서울특별시 관악구 국회단지21길,기존주택매입임대,275.36,7,1993-11-27,2004-12-31,2004
1608,매입다가구(서울관악구),서울특별시 관악구 국회단지23길,기존주택매입임대,230.92,6,1996-12-30,2006-11-13,2005
1609,매입다가구(서울관악구),서울특별시 관악구 국회단지27길,기존주택매입임대,305.64,7,1995-10-21,2006-05-26,2006
1610,매입다가구(서울관악구),서울특별시 관악구 국회단지27길 11(봉천동),기존주택매입임대,156.15,11,,2019-12-30,2017
1611,매입다가구(서울관악구),서울특별시 관악구 난곡로 30(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,2019-12-05,2019
1612,매입다가구(서울관악구),서울특별시 관악구 난곡로 30(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1613,매입다가구(서울관악구),서울특별시 관악구 난곡로 30(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1614,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1615,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,59.96,1,2008-03-13,2019-11-22,2019
1616,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,59.99,1,2008-03-13,,2019
1617,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,59.99,1,2008-03-13,,2019
1618,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,2019-11-22,2019
1619,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1620,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1621,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,59.99,1,2008-03-13,2019-12-28,2019
1622,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1623,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1624,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,2019-11-22,2019
1625,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1626,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,2019-11-22,2019
1627,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1628,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,59.99,1,2008-03-13,,2019
1629,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.96,1,2008-03-13,2019-11-22,2019
1630,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.98,1,2008-03-13,,2019
1631,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1632,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1633,매입다가구(서울관악구),서울특별시 관악구 난곡로 55(신림동 관악산휴먼시아아파트),기존주택매입임대,84.97,1,2008-03-13,,2019
1634,매입다가구(서울관악구),서울특별시 관악구 난곡로24길,기존주택매입임대,293.12,8,1997-07-26,2004-12-31,2004
1635,매입다가구(서울관악구),서울특별시 관악구 난곡로24나길,기존주택매입임대,247.39,6,1995-08-16,2007-06-29,2007
1636,매입다가구(서울관악구),서울특별시 관악구 난곡로24라길 6(신림동),기존주택매입임대,426.57,12,2019-05-14,,2019
1637,매입다가구(서울관악구),서울특별시 관악구 난곡로24마길 20(신림동),기존주택매입임대,446.77,10,2019-11-15,,2019
1638,매입다가구(서울관악구),서울특별시 관악구 난곡로24바길,기존주택매입임대,187.9,5,1996-06-24,2007-06-29,2006
1639,매입다가구(서울관악구),서울특별시 관악구 난곡로24바길,기존주택매입임대,260.53,6,1993-06-02,2010-08-27,2010
1640,매입다가구(서울관악구),서울특별시 관악구 난곡로25가길,기존주택매입임대,131.46,5,1993-05-29,2006-12-31,2005
1641,매입다가구(서울관악구),서울특별시 관악구 난곡로26가길,기존주택매입임대,194.13,5,1989-08-23,2006-11-13,2005
1642,매입다가구(서울관악구),서울특별시 관악구 난곡로26길,기존주택매입임대,261.54,6,1996-08-09,2008-11-18,2008
